User_name,Review_date,Title,Review,Review_Rating,Movie_name
warrior03,7 September 2022,Fun romcom,"The story that been beaten to death girl and boy childhood friends need I say more...but a feel good film nonetheless . Dhanush and nithya chemistry was cute. Priya bhavini is a blink or miss role . Don't even want to mention about the other girl role. The segment between grandson grandfather and father is sweet. Pacca paisa vasool and entertainment guaranteed I enjoyed it . I would Def recommend it as a one time watch for sure. Also anirudh music is simply superb I loved Thai kilavi and Megham karukuthai. Now since imdb requires atleast 600 character I am going to posting some bla bla bla and some more bla bla bla.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",7/10,Thiruchitrambalam
best-review,18 August 2022,Above average,"Not a great story but feel good one and it avoided some cliché elements..Few funny scenes and few emotional scenes are good. Climax portions could have been dealt better.All actors did great.Decent production values.Music is a minus.Not sure about theatres but will do good OTT.
                
                    3 out of 26 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",7/10,Thiruchitrambalam
m-ramanan,24 August 2022,Fantastic first half and templated second half,"RATED 8/10
Language: Tamil
Source: Nil
RECOMMENDEDGood family drama with lot of sparkling moments... mostly because of Nithya... The first half is quite surprising and superb one... the family, love and friendship bonding was presented in very entertaining screenplay. The problem is in the second half, it is not matching with the first half...It has more sentiment scenes and the second half and complete climax block is so templated one. And it was bit uneasy to digest the climax, it looks so hurried one...
Bharathiraja and Nithya are so outstanding and definitely it is one of their best characters for Nithya....
I thought one VIP like fight in the second half, but they finished with quite believable way....
Lot of VIP shades we can see in this one... still it has its own moments to enjoy....
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
sriramthestranger,20 August 2022,Dhanush is back to his roots!!,"Its refreshing to see Dhanush back as boy-next-door guy after a long time. The story has lot of flaws, but it works big time because it is so relatable with its setting. The cinematography is unique with stand still emotions in focus rather than the drama. Overall a good movie to watch!!
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",7/10,Thiruchitrambalam
Moviebuff_Chennai,21 August 2022,I felt a bored 133 mins,I didn't see as a neutral fan and so my review will not be apt for this movie...I felt bored almost all the time.Barathirajaa & Nithya Menon were the best performers. Nithya Menon was one step ahead.As usual Dhanush picked 3 heroines who were not part of his previous movies. He never pairs with the same face again even if the story demands.Songs were not repeating in my mind as I am not a fan of Dhanush voice. I still don't understand why he sings 3 songs in every movie. To my taste Dhanush spoiled a song in Jail movie. His base voice don't suit all places...Overall I felt bored and my personal opinion..,4/10,Thiruchitrambalam
cs_rahul_kumar,7 October 2022,A Wholesome Enjoyable Rom-Com With Dhanush and Nithya Menen !!!,"Mithran Jawahar's Thiruchitrambalam is a surprising film, especially as it comes in this phase of Dhanush's career where he's straddling Hollywood, Bollywood and Tamil cinema with overarching themes of social justice. It's an ordinary food delivery boy's story of friendship and love without major dramatic upheavals. His name - Thiruchitrambalam - is a mouthful but his nickname Pazham (fruit) is no better. In local parlance, a 'pazham' is someone who is a wuss, and Thiru wears the label with resignation.Most of Thiruchitrambalam is set in a middle class apartment building where the homes spill into each other, and one can hear conversations about whether the gas cylinder was delivered or not in the background. It is here that Thiru aka Pazham stays with his grandfather, Thiruchitrambalam senior (Bharathiraja), and policeman father Neelankandan (Prakash Raj). The three men from three different generations manage the home together. There is something broken about them, a tension in the house that never leaves. Mithran draws an effective portrait of a real, dysfunctional family with anger, frustration and a lot of humour too.In contrast to where Thiru lives are the swanky apartment buildings where he delivers food. Thiru's world is different from theirs; he accepts it without rancour. Dhanush is introduced minus fanfare. He's sleeping head down on his scooter, catching some rest between deliveries. He simply lifts his head and looks at the camera, and... that's it. It's Thiru we see on screen, and not the star. Dhanush has that amazing ability to melt into ordinariness despite his towering screen presence and charm. Few actors are capable of looking so vulnerable on screen after they've achieved a certain stature in their career. He makes it seem effortless.Bharathiraja is a delight as Thiruchitrambalam senior. He's funny, empathetic, frail, wise and irritating - just the kind of grandfather you'd expect in such a setting. How I wish we got to see more of Bharathiraja, the actor, in our movies! Prakash Raj has played the angry Appa in so many films that it's a marvel the man is still able to bring variations to the role. As the grouchy Neelakandan who struggles with bottled up guilt, he's every bit convincing.The heart of Thiruchitrambalam is the lovely Nithya Menen who plays Shobana. She's Thiru's bestie from the same building - the only one who actually calls him Thiru and not Pazham. Though I could see that the role was written by a man in the extra chirpiness that Shobana is forced to carry, Nithya's natural ease on screen makes her adorable rather than annoying. It's also a good idea to make Shobana Telugu instead of Tamil; it makes the casting choice work better. Shobana speaks Telugu to her parents but Tamil to her brother, reflecting the linguistic equations in many homes where people are multilingual. It's a small detail that shows the attention paid to structuring the characters.Anirudh's background score complements the subtle, unheroic tone of the film. The music director has made a name for himself for the adrenaline pumping scores of star vehicles, but in this film he shows that he can be restrained and mellow when needed. The picturisation of the beautiful 'Megham Karukatha' song brought back memories of 'Vennilave Vennilave' from Minsara Kanavu.Though the genre is romcom, there is very little cinematic romance in Thiruchitrambalam. People do go to airports and traverse continents, but they don't get on an international flight at the drop of a hat with an instant visa in their passport. Also, there are no guitars involved. What a relief to see such a simple, well-told story in Tamil cinema after so long! Nourishing and no fuss, just like a pazham.",10/10,Thiruchitrambalam
naveen_reloaded,27 August 2022,Nithya Menon all the way,"A wonderful movie after a long time. Kind of feel good one too. Nithya Menon stole the show right from the start. Take her out of this movie , there is nothing much left. She just oozes with love and naughtiness throughout the movie. The chemistry between Dhanush and Nithya Menon looked so natural.Dhanush played his part well , but i felt too much monotonous expression from him off late. Bharathi Raja has done a spendid job. The ""Megam Karukatha"" song is wonderfully choreographed. The colors , the dance ... wonderful.Overall a very nice movie to watch as family.Nithya menon all the way.. She is simply too good...
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
chand-suhas,19 August 2022,VIP lite led by 4 terrific performers.,"Mithran Jawahar & Dhanush re-unite to make a simple film which isn't a remake yet follows the template of VIP, another Dhanush film. Despite that, it succeeds to have it's own identity thanks to the world Mithran creates through his writing, especially the 4 main characters who leave a strong mark. Casting strong performers is another masterstroke. Dhanush brings in his innocent side with unresolved daddy issues perfectly. Bharathiraja as the grandfather gets the right amount of emotional scenes to excel whereas Prakash Raj proves yet again why he is among the best. But the real star of this film is Nithya Menen who just speaks with her eyes throughout, what an actress!Mithran has come up with a simple story which is carefully built up, revolving the story entirely around the main 4 characters. As predictable the story gets, the tightly written characters ensure their arcs balance the intrigue throughout. The other two actresses do suffer from convenient writing but there isn't much to complain as one is immersed completely in the lives of Thiru & Shobhana. Even the one customary fight sequence is designed superbly without compromising on the writing. I simply loved how this fight scene is utilized in showing Dhanush fighting his fears than the baddie.It's a slice of life romantic comedy, that delivers from start to end.",7/10,Thiruchitrambalam
TharsheyN,7 October 2022,"A Heartwarming Story Of Love, Tragedy & More!","Thiruchitrambalam is a movie with a lot of heart to it, it has a lovely romance arc to it with Thiru being oblivious to the pure, untainted love and affection that his best friend Shobana holds for him, while hopelessly chasing every other pretty girl that crosses his path.It's kind of sad to see at times, Shobana may not be as beautiful as the other girls his after but she truly loves him, not for money or fame but for who he is, she loves him for him, flaws and all. Unfortunately Thiru is blind to what's right in front of him and it takes him over 10 years plus his grandfather to make him see it. That combined with the tragic story surrounding Thiru's family and the way he tries to navigate life with his father who he has basically disowned and grandfather whose trying to hold the family together, makes for a interesting 2 hours.This is the first time I'm seeing actor Dhanush but he does an outstanding job at embodying who his character is, the same can be said for Nithya Menen who plays Shobana. Lovely acting from the both of them and supported by Bharathiraja who plays Thiru's grandfather and namesake you are left with a very balanced and talented all round cast.The music is pretty nice, though may take a few listens to get me hooked. Still a very nice movie, that I really enjoyed. I'll definitely be checking out a sequel if one if made as well as other works by lead pair Dhanush and Nithya.A very well deserved 9/10 from me, A lovely movie for all ages, has subtitles for those who don't speak Tamil(Like me, besides being Tamil), and will definitely leave you wanting more or at least discussing the film with your friends and family.Edit 1: I'm back to say the music has gotten me hooked, didn't take long either xD.",9/10,Thiruchitrambalam
nallaiah,3 September 2022,Heart melting Pazham,"A classic heart warming touch from director as well D
They once again proved that their combo works with feelings that melts the heart and along that Anirudh music it had taken away everything while watching..
Nithya she nailed it and gave that pure love in her eyes and acting.. especially the climax the way both loves expressed was a cliche of emotions packed in a small sized atom which burst along with the tears of audience at the end. Bharathiraja- dialog delivery and explanation for the present generation..he mastered it
Praskash Raj - a perfect father emotions and as usual massive actingOverall - a bunch of emotions and feelings giving a warm ful and pleasant experience..
a masterpiece in everyone career those who acted.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
harishnj,17 December 2022,Feel good film!,"This movie is so good and while the run time of the film, the audience will feel so connected to the film from the start. The screenplay is awesome and it made the story much interesting till the very end. Dhanush sir done a fantastic job once again and he looked so natural with some great dialogues. The soundtrack too was amazing in the film and it kept enagaged. The story is fresh and the way the story travelled from the start to the end was great to watch. Nitya Menen mam was great with the acting in the film and the acting looked so natural and great. This is the perfect film to watch at any time.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",9/10,Thiruchitrambalam
cerelacholmes,8 September 2022,Tamil cinema should make more slice of life/ feel good films,"Rating : 8/10Positives :1. Cast did their job very well and Dhanush aces his relatable , literally me middle class role again. But the show stealer were Bharathi Raja and Nithya Menon
2. Background score and songs ( except Thaaikelavi ) were so good and cinematography was on point.3. Writing was good ( special credits to Dialogues ). Also writing a feel good drama isn't everyone's cup of tea but Mithran did a great jobNegatives :1. Scenes related to PBS and Raashi could've been written well
2. Thaaikelavi felt out of place and even if it was cut, the pacing would not have been affected.Overall Thiruchitrambalam is a refreshing and great feel good drama that Tamil cinema misses right now. Directors should make more and more non cringey relatable content.",8/10,Thiruchitrambalam
sathyaaero,19 August 2022,Thiruchitrambalam will definitely attracts you.,"Thiruchitrambalam, working as a full time food delivery guy. He lives in his house with his father, with whom he has a hatred relationship and has a close relationship with his grandfather and also he sees Shobana, his childhood friend as an important part of his life who lives downstairs. It is his custom to share all his joys and sorrows with her.Dhanush, Nithya menen, Rashi khanna, Bharathi Raja and prakash Raj performed really superb. Especially Nithya Menen and Bharathi Raja gave an absolute good performance. Dhanush as usual performed well but Nithya steals the show.Although the story is modest, the screenplay saves it. The film follows with realistic backdrop and life of a character. This reality fitted well in screenplay and will not leaves the audience from getting bored.Also all the characters were built strong.And a question of what's a man's real love over women' will follows in audience mind throughout the film. Though there are strong elements in screenplay, the director followed some cliches in this film which makes the screenplay little weak.Anirudh's music was in ok level. Songs were good but same back ground music repeatedly follows throughout the film. Cinematography mades feel fresh and adds richness. The editing was good and helped the film to be sharp and sweet.Definitely a worth watch. Undoubtedly a good film.",7/10,Thiruchitrambalam
rajvignesh-60140,10 September 2022,The best of dhanush and nithya menon,"The best tamil movie in the recent times, its not the life of pazham , its more than a life of myself , i just watched myself in the screen, the clarity in love and respect to elders became a concern after watching this film, i literally weeped for a hour for the father scene and oh boy damn seriously its the film of me , dhanush oh boy you just raised my respect way too high for u , the best actor that tamil cinema has given the best performance and nithya menon oh my bubbly doll, she just nailed it with her performance, she need to do more films in tamil, bharathiraja oh boy he is still young , the counters and sentiments he is showcasing worldclass the best character ever in this film and as usual prakash raj killed it with the broken arm, overall a best family rom com movie, you will feel the life of pazham as a part of everyones life , PS i literally asked my father for wat i did in the past, after watching the movie, tat intense the movie , thiruchitrambalam a pure hit.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
LordOfAvernus27,3 September 2022,Painful to watch,"One of the worst movies of all time. It seems like a 4 year old child was given a pen and paper and told to write a script for a movie. And this is the movie that was created from that script. My grandmother could have written a better story. Feel bad that Dhanush and the other talented actors and actresses were made to star in such a boring and loathsome movie. The writer of this movie needs to watch real movies with real stories like Soorarai potru, Doctor and Fir. I really want to end my review here but I can't unless it contains at least 600 characters so I'll keep going on until it does. Oh yea, feel really awful that such a talented actor like Prakash Raj was made to star in this awful filth of a movie.
                
                    3 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",1/10,Thiruchitrambalam
Mangalassery_Neelakandan,6 September 2022,Wonderful,"Let me say this first this is a cliché movie but not let that fool you. Within the first 20 minutes we know how the movie is going to go, but they have presented the movie in a way that keeps us entertained through out. By the end we will fall in love with Nithya's character. The chemistry between Dhanush and Nithya is exceptional that they make us feel like we should also have a friendship like theirs.It is like a feelgood type of story that deals with Dhanush leading a life of a normal food delivery boy, Nithya being his childhood friend. Dhanush ""Pazham"" lives with his father and grandfather, while Nithya lives with her Father, Mother and brother. Then we are taken through how they lead their daily life, their friendship, value of relationships, and the climax wraps it all up in a happily ever after manner.It is a must watch for all because it is wonderful in its own way.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
mailtosunilreddy,23 August 2022,some timepass movie,"Its a MM. Ie Mokka Movie. The usual unnecessary hype was too much for this movie. What a waste of 2.5hrs and rs.100. Put together some story bits from here and there to make a movie somehow to get claps & whistles from north madras audience. I mean showing as to disrespect elders at home is not some casual entertainment. Unfit actors in characters doing something and more pathetically pretending in some amateur roles. Storyless story, jokeless jokes, dialogueless dialogues etc are the real nature of this movie. And the songs, we dont know why there are songs. One main character in the beginning was completely out of story as if she dropped out.Doctor explaining the disease in medical words, using english to a villager etc all show the dialogue writing incapability. Anything thrown to the audience with lead actors and the audience will love it, seems the overconfidence motto of the movie making these days and this is one such example.We wont be surprised if the next dumb movie from the same overconfidence team called tiruchirapalli with the main character called as palli!",2/10,Thiruchitrambalam
pugazholi,4 September 2022,Very few realize who loves us,"Nothing special about it, that is what makes it special. Another Malayalam movie style story and execution. Reminds me of silunu oru kaadhal for some reason. I loved that kovie. Many did not like. This looks like many liked it like me 😊. Some said nithya menen performed well, now I realize they don't know what natural acting is. As always Dhanush acting Vera level. Munishkanth is the only over acting in the whole movie. He got to watch all Dhanush movie.How can I miss bharathiraja and prakashraj. Looks like Tamil industry missed bharathiraja acting for long time.I rener watching some movie with the same movie line, not sure if it was in malayalam.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
jsataluri,3 September 2022,"Enjoyable, feel-good movie with Nithya Menen stealing the show once more","Thiruchitrambalam is an enjoyable feel-good movie from Dhanush, who floundered in Tamil after the duds of Jagame Thanthiram and Maaran, but gave a fantastic performance in the charming, but problematic Bollywood movie Atrangi Re. Mithran Jawahar delivers a simple, lifelike entertaining yarn of a movie which keeps you invested in the middle-class life of Thiruchitrambalam Jr aka Jr Pazham (Dhanush) and his relationships with his grandfather Thiruchitrambalam Sr aka Sr Pazham (Bharathiraja), estranged police inspector father Neelakandan (Prakash Raj) and his childhood best friend Shobana (Nithya Menen).The plot is predictable, but its heart is in the right place. The director keeps the charming mood going throughout and there aren't any dull moments. The music fits in well, especially the tracks ""Megham Karukkatha"" which has a nice 50s music and dance style to it and Kanneer Sindha sung by Vijay Yesudas.While Raashi Khanna and Priya Bhavani Shankar get the typical generic heroine roles as the failed love interests of Jr Pazham and don't have much to do, it is the chemistry between the lead 4 that makes this movie special. It's a cakewalk for Dhanush as he effortlessly plays the boy next door with a traumatic past. Bharathiraja is hilarious and amazing as the grandfather and Prakash Raj brings another dimension to his acting prowess as the guilt-ridden father. Stealing the show from all 3 male leads is an effervescent Nithya Menen who just lights up the screen whenever she's there. Her range of expressions are excellent throughout and you can't look away. As I mentioned in my earlier reviews of her movies, she is an original natural talent who will be remembered as one of the best actresses of her generation.Please do watch this movie!7.5/10.",8/10,Thiruchitrambalam
pnandha-40318,26 August 2022,Amazing Movie,"Movie was so good. Dhanush acting very level . Sobhna character is like it. We can easily relate with dhanush character. Songs are incredible .aniruth music is amazing. Movie screen play and cinematography nice. This Movie story family audiencec like it. Cast and craw choice good.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",9/10,Thiruchitrambalam
ganeshken,5 September 2022,One of the best romantic comedy movies ever.,"This movie has lot of heart to it.Eventhough story wise nothing new but the making and screenplay is top notch.The casting was absolutely perfect.And the acting wise it's solid from whole cast.After a long time a movie made me cry.Music was excellent from DNA.......,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,...............,.........
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
shivuroyalkeri,3 September 2022,Feel good movie. Every time Dhanush is proving he is a next level This is an another level family entertainment movieSimpl actor. Limited star cast. Another level performance.,"This is an another level family entertainment movie.Nitya Menon_ She is my crush.She remembers so many guies true life friend value.Prakash Rai leave about his personal charactor. When comes to acting. He leaved it.Rashi kanna_ the angle in small space the big impact
The direction team effort shows in entire frame to frame.There is no extraordinary cinimatic stunts in this but in a single fight also touched a lot of local boys heartbeat.Finally the message it seems I never expected. It will be added as a one of my life time favourite movie.Everyone needs to watch this movieI don't have the words to anything about this movie
Simply I loved it.",10/10,Thiruchitrambalam
govindimbhu,14 October 2022,Light hearted👌,"Great movie..no dull scene in whole of movie
Dhanush and Nithya Menon lived a character anirudh give good music
Watched 3 times detailing of movie very good..all songs are superb
Director done a fantastic work.all supporting characters done great job from praksh Raj to rasi Khanna.Few scenes are very emotional you automatically cry after watching these scenes and some light hearted scenes makes you laugh
I personally love the acting of Nithya Menon she did fantastic acting every scene of her in movie makes movie mor special
And finally dhanush what an actor no word to describe his acting skills 👏👏
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",9/10,Thiruchitrambalam
ramki05,29 August 2022,Right mix of emotions...,"Although the story is said in many ways prior, great emotional depiction with truly good acting. Light hearted story backed with a great screenplay.Nithya Menon was just fantabulous!Hats off to the director (Mithran) for this wonderful drama!Dhanush, Prakashraj and Bharathiraja shows the dominance in their characters, makes you want them ask for more.The music and background score lifted the emotional quotient well.Good work and keep bringing stories / acting like these more..............................................................................................................................................................",8/10,Thiruchitrambalam
HOTSHOT100Real,23 August 2022,Lovely family & friendship & love film,"Once again Dhanush acts in another top, very good family film. This is a very good family friendly film. The film is about a son and his father who is actor Prakash Raj and also two best friends who are Dhanush and Nithya Menen.The film also shows about how Dhanush love life is a mess and the bond of two friends could maybe be more ?If you like family films, with romance, friendship then this is the film to watch. The film as so many comedy moments, with emotional moments that may make some people cry.We have missed these kind of nice romantic and family movies and I feel you always get these films from watching Dhanush. Dhanush and Nithya Menon were top. If you like Dhanush films such as Yaaradi Nee Mohini you will love this film.",8/10,Thiruchitrambalam
rajaravivarma_r,24 October 2022,Just lost it at the end,"I would have liked it all the way, had they not married at the end. There is nothing wrong with marrying one's best friend, but in a society like us this reinforces the notion that men and women can't be friends forever.This may not be a problem for 2K kids who does not care, but for 90s kids who would still have another 4 or 5 years of convincing the society that there can be true friendship with opposite gender. I just wish they had a different climax.You can watch it if you don't care about the message in the film and how it may influence the society, please do check it out. It was an almost feel good film.",7/10,Thiruchitrambalam
priyasparkle,27 August 2022,"Again ""boys can do whatever"" movie","Imagine if a heroin search love for by searching 2 handsome men.. Will the boy bestie of the heroin accept her? You guys will shame the heroin if she done the same thing as dhanush.. Why always showing boys can do whatever they want? But girls are restricted to do the same as boys.. Why girls have to be thyaagi everytime.. Will boys accept a girl who jollu uthifiinga behind handsome boys? Like heroin accept hero? Don't expect the same in real life. Always you guys will accept any thing a hero do but not heroine. See movie as movie don't expect a girl who accepts a boy even he is stalker, jollu uthifiinga behind beautiful girls.
                
                    3 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",1/10,Thiruchitrambalam
thannyvishnu,25 September 2022,Kudos!,"So yes, in a few years this has to be one of the best feel good movies from Kollywood. First of all the story is well written. The movie has regular clichés and cliché breaking scenes as well. But we won't notice it while watching the movie. The director has done his best to portray the emotions to the audience. Humor has handled in a nice way. Then Dhanush, yes he does it really good and we all know that. Expect the same in this movie, he won't disappoint you. But the stand out performer is Nitya menen. Thought her character would be sidelined, but it was her character which was highlight of the movie. Overall a good watch, nicely done by all the actors, a well made family entertainer.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
abiaparna,17 October 2022,Worst movie ever watched,"First of all I need to appreciate Mr Dhanush for how he is being a role model for all youngsters in a wrong way. From the title of the movie to end of the movie he is the best example for how to treat elders in a very bad way , how to drink liquor daily with parents etc... And next come to story, I don't know how people are appreciating this type of movie which not even has a story. The only best part in this movie is only it's songs. He is the best man to destroy future generation with his behaviour in his most of the movies.Shobana is also the one who makes us to watch a movie for her. Otherwise If there is option for zero rating I wil give that.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",3/10,Thiruchitrambalam
srkathithan,13 November 2022,Light Hearted Film,"The story of natural neighbour person, natural friend as lover in neighbour of same apartment. A different love story of latest hifi love and village concept of love story, excellent father and son sentiment concept, a good comedy sensation by Bharathiraja and Dhanush, excellent songs by Poetu Dhanush and music by Anirudh.Raashi Khanna and Priya Bhavani make little to no impact in bit-part roles but they were specifically designed to be such by the director. The chemistry between Dhanush and Nithya Menen is so palpable that they can carry the entire narrative of the film on their capable shoulders. Despite a cliched, formulaic storyline with no real surprises, their witty banter, constant bickering, and how they cheerfully navigate the hurdles that life throws in their way become all too relatable and consistently entertaining.Must watch for every loving couple out there trying to discover the cornerstone of their love life.",8/10,Thiruchitrambalam
deerajmanjaray,7 September 2022,Both Nithya menon and Dhanush talents join together,"It's simple awesome movie. I would go with 10 starsNithya menon and Dhanush have rocked it.Dhanush is still maintaining the stardom.Nithya menon is really performed well..Others have really made a incredible role.Becoming Bharathi Raja's acting fan now.Lyrics are more suitable for 90's kids generationNot a regular feel good movie..
It is completely different feel good movie.After Velai Illa Pattathaari, this made a family movie.The sentiments, emotional connections with parents and friendship.Good movies are hard to hit the box-office.Surely friends and family audiences will love it.Hope this movie does that.",10/10,Thiruchitrambalam
samraatgowda,8 November 2022,Nithya menen stolen hearts,"Nithya menen Dhanush chemistry worked throughout this movie hats off to the director for telling simple story in fabulous way loved every bit of the movie no doubt about Dhanush sir acting he killed his middle class boy character like before no one can replace him in such character finally a feel good movie to be watched anytime thank you team for this product very well done love,friend,family combination of all emotions.thiruchitrambalam a feel good romantic movie that everyone want to watch and feel the emotions enjoy your ride through life of palazm. Huge shoutout to director and his story love love love.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
narain-39220,20 August 2022,A breezy movie with great performances,"This is an amazing movie to watch with family. Terrific performances by Dhanush, Nithya Menon, Bhaarathiraja and Prakash Raj. Simply a beautiful writing by the director Mithran. Yes there is some resemblance to VIP in screenplay flow and BGM. But it ends there. This is a welcome movie among all the tiresome action movies.Just go watch it in theaters. It will be worth your money and time.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
annmchiramel,22 August 2022,"The trailer definitely gave the gist of the movie, but the actors gave life to this one.","If you love OH My kadavule,Niram and the whole falling in love with best friend trope this movie is made just for you. You will not be disappointed.PS: Dhanush's grandpa stole most of the scenes tho.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
jairnessgo,2 September 2022,Good Message in this film,"This Film will give you a lot of emotion anger, joy, sadness "" Me Who has A Heart Of Ice he moved me the film
it really sounds like a real story.The Music Sound Excellent it is Singing by the actor himself the film gives us a good message And tells us in addition about the delivery of meals and everyday life ""because of the small mistake in life it becomes what they are"" Like the mockery he can endure in life. Because of their work of embarrassing moments that can occur even when they are not at work is how the film wants to tell us we keep what we have and that we should not hope for more otherwise we will lose everything.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
kawsarnaharmim,17 September 2022,Loved it,"It's a wonderful movie. Dhanush and Nithya Menen just nailed it. I am so overwhelmed by the movie. Fabulous acting, just mind-blowing direction and the Megham Karukkatha song is just 'wow'.Just loved it as the way it is. Actually I like every character of this movie like Pazham's father Prakash Raj, Pazham's grandpa Sr. Thiruchutrabalam, Shobana's brother, Pazham's uncle, grandpa, grandma. Just wow. It is totally a family movie. You can freely enjoy it a lot either alone or with family, whatever you want. And though I think the end is somehow predictable, but it should be ended like this. That's beautiful. Hats of to the writer, director, actor-actress as well as the whole team.",9/10,Thiruchitrambalam
devarajanmuthukumar,2 September 2022,Soulful Movie,"Must watch for the feel good emotion it brings in...Nithya menon my god!... Expression queen!..Bharathiraja with Dhanush a combo to watch for in next few movies...
Dhanush.... His casual acting had been the sound for this movie.... Not even a scene he had overacted...He was just the character...And even given his co-artists space to perform equally..
Prakash Raj underplayed but apt for the movie..
Anirudh music...should be turned as another character shouldering it through out.For Mithran this movie should be best in his list for next few years... characterization at best!Overall a breezy entertainer which hijacks you for 2+ hours and let you to travel along with Pazham and Shobana.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",9/10,Thiruchitrambalam
kirsingh-07598,26 September 2022,A love story to see if you have not watched one for Long!!!!,To start with I am not a great fan of Love Stories but due its cast I saw the same.The movie portrays a lot of emotions. Takes you to a place to show the importance of relationships in life. Certainly there is a take for everyone in this move. It could be a show of family bonding or showcasing the importance of close people in our lives.Coming to the acting part all the characters have done a great job. A special mention of Nithya Menen's work is a sure must.There is no much to be mentioned about the songs since the same does not add much to the story. Some moments do get a tear or two. These are movies which needs no much of guessing but the story goes real smooth. It is a must watch movie if you value emotional bonding.Overall its like seeing a common man or yourself into the mirror at some specific point in time.,9/10,Thiruchitrambalam
sumathyramesh-92949,25 October 2022,and ten out of ten for megam karukkada penne penne,"Text: A very beautiful expression of friendship, as Dhanush explores his encounter with an old flame opening himslef up to his trusted friend Nithya Menon, isolating the respite he experienced from his parched outlook on his own life, shedding his burden, so beautifully as mannai thooral theendum munne vasam parkiren- gentlest of pleasures nature bestows on arid land, anyone who is human can feel. The refreshing choreography, the absolutely balanced music and the softest of lighting worked wonders, all understated lest they hurt the rain drop descending in Dhanush's heart. Another one for the ages...
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,Thiruchitrambalam
thilak-22981,21 August 2022,Not what I expected but good,"Not too bad not too good
The movie was ok you can watch if you spent time . Humor was good not the best but good
First half is good but second off is ok just the story is lag and slow overall it's a average movie.
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",6/10,Thiruchitrambalam
abishiekm,20 August 2022,Such a great entertainer and a feel good movie!,"Watched Thiruchitrambalam today and I can surely say this is among the best movies released in 2022 so far. I kept my expectations very low even after hearing the positive reviews. And yes, I was wrong. A great movie to watch with your family. The blend of comedy and emotions were really great. Stars like Dhanush, Prakash Raj and Bharathiraja have anchored the movie so well! And not to forget about Nithya Menen, she also did a great job and she was very perfect in whatever role she was given. Do watch it in theatres this weekend with your family!
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,Thiruchitrambalam
